"Specific Price ID";"Catalog Price Rule ID";"Catalog Price Rule Name";"Catalog Price Rule Conditions";"Product ID";"Product Reference";"Product Name";"Combination ID";"Combination Reference";"Combination Attributes";"Reduction";"Reduction Type";"Reduction Tax (0 = No, 1 = Yes)";"From Date";"To Date";"Price";"From Quantity";"Customer Email";"Group Name";"Country Name";"Currency ISO Code";"Is Rule"
"60";"0";"";"";"80";"Expando TCP-V0 5-0/111";"Expando TCP-V0 5-0/8";"";"";"";"0";"amount";"0";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"120";"3";"";"";"";"";"0"
"61";"0";"";"";"80";"Expando TCP-V0 5-0/111";"Expando TCP-V0 5-0/8";"";"";"";"0";"amount";"0";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"110";"5";"";"";"";"";"0"
